index,username,date,retweets,favorites,text,emotion,emotion_probability
4000,realDonaldTrump,30.04.19 23:09,29015,108449,"....embargo, together with highest-level sanctions, will be placed on the island of Cuba. Hopefully, all Cuban soldiers will promptly and peacefully return to their island!",joy,0.522075
4001,realDonaldTrump,30.04.19 23:09,37660,124752,"If Cuban Troops and Militia do not immediately CEASE military and other operations for the purpose of causing death and destruction to the Constitution of Venezuela, a full and complete....",sadness,0.456526
4002,realDonaldTrump,30.04.19 22:20,6514,34536,"CONGRATULATIONS to the 2018 @NASCAR Cup Series Champion, @JoeyLogano ! https://www. pscp.tv/w/b5ilBTFvTlFs TFJub1dwUXd8MXluS09SbnpaWFh4UoNAgXVcq9g17uAJZCL6YWO2ZY956yqSlbtyPgYjxAF0?t=3s …",joy,0.900825
4003,realDonaldTrump,30.04.19 20:23,50816,185488,I am monitoring the situation in Venezuela very closely. The United States stands with the People of Venezuela and their Freedom!,joy,0.375252
4004,realDonaldTrump,30.04.19 20:05,12492,57035,"....up like a rocket if we did some lowering of rates, like one point, and some quantitative easing. Yes, we are doing very well at 3.2% GDP, but with our wonderfully low inflation, we could be setting major records &, at the same time, make our National Debt start to look small!",joy,0.33107
4005,realDonaldTrump,30.04.19 19:56,12058,51045,"China is adding great stimulus to its economy while at the same time keeping interest rates low. Our Federal Reserve has incessantly lifted interest rates, even though inflation is very low, and instituted a very big dose of quantitative tightening. We have the potential to go...",joy,0.423323
4006,realDonaldTrump,30.04.19 18:31,14753,71263,"....European countries are not helping at all, even though this was very much done for their benefit. They are refusing to take back prisoners from their specific countries. Not good!",sadness,0.388634
4007,realDonaldTrump,30.04.19 18:31,18425,90053,"We have 1,800 ISIS Prisoners taken hostage in our final battles to destroy 100% of the Caliphate in Syria. Decisions are now being made as to what to do with these dangerous prisoners....",anger,0.51281
4008,realDonaldTrump,30.04.19 03:23,27804,120157,"If the Democrats don’t give us the votes to change our weak, ineffective and dangerous Immigration Laws, we must fight hard for these votes in the 2020 Election!",anger,0.470116
4009,realDonaldTrump,30.04.19 03:17,25552,99115,"The Coyotes and Drug Cartels are in total control of the Mexico side of the Southern Border. They have labs nearby where they make drugs to sell into the U.S. Mexico, one of the most dangerous country’s in the world, must eradicate this problem now. Also, stop the MARCH to U.S.",sadness,0.447174
4010,realDonaldTrump,30.04.19 01:13,19150,74588,"Pittsburgh jobless rate hits lowest point since the early 1970s (maybe even better than that) and Sleepy Joe just had his first rally there. Fact is, every economic aspect of our Country is the best it has ever been! https://www. post-gazette.com/business/caree r-workplace/2019/04/02/Pittsburgh-low-jobless-unemployment-rate-workers-employers-hiring-business/stories/201904020086 …",joy,0.33587
4011,realDonaldTrump,29.04.19 17:20,19325,77456,"The New York Times has apologized for the terrible Anti-Semitic Cartoon, but they haven’t apologized to me for this or all of the Fake and Corrupt news they print on a daily basis. They have reached the lowest level of “journalism,” and certainly a low point in @nytimes history!",disgust,0.616823
4012,realDonaldTrump,29.04.19 17:06,19869,81309,"Bob Mueller was a great HERO to the Radical Left Democrats. Now that the Mueller Report is finished, with a finding of NO COLLUSION & NO OBSTRUCTION (based on a review of Report by our highly respected A.G.), the Dems are going around saying, “Bob who, sorry, don’t know the man.”",joy,0.510852
4013,realDonaldTrump,29.04.19 16:55,16768,82262,"The Dues Sucking firefighters leadership will always support Democrats, even though the membership wants me. Some things never change!",sadness,0.511358
4014,realDonaldTrump,29.04.19 16:51,16243,72106,"Sleepy Joe Biden is having his first rally in the Great State of Pennsylvania. He obviously doesn’t know that Pennsylvania is having one of the best economic years in its history, with lowest unemployment EVER, a now thriving Steel Industry (that was dead) & great future!........",joy,0.861605
4015,realDonaldTrump,29.04.19 16:42,24015,106851,"The Media (Fake News) is pushing Sleepy Joe hard. Funny, I’m only here because of Biden & Obama. They didn’t do the job and now you have Trump, who is getting it done - big time!",sadness,0.617097
4016,realDonaldTrump,29.04.19 16:32,22342,108832,"I’ll never get the support of Dues Crazy union leadership, those people who rip-off their membership with ridiculously high dues, medical and other expenses while being paid a fortune. But the members love Trump. They look at our record economy, tax & reg cuts, military etc. WIN!",joy,0.38731
4017,realDonaldTrump,29.04.19 15:23,16141,73326,"....People are fleeing New York State because of high taxes and yes, even oppression of sorts. They didn’t even put up a fight against SALT - could have won. So much litigation. The NRA should leave and fight from the outside of this very difficult to deal with (unfair) State!",sadness,0.571032
4018,realDonaldTrump,29.04.19 14:18,18121,76056,"The NRA is under siege by Cuomo and the New York State A.G., who are illegally using the State’s legal apparatus to take down and destroy this very important organization, & others. It must get its act together quickly, stop the internal fighting, & get back to GREATNESS - FAST!",anger,0.44417
4019,realDonaldTrump,29.04.19 12:49,17940,101544,"I spoke at length yesterday to Rabbi Yisroel Goldstein, Chabad of Poway, where I extended my warmest condolences to him and all affected by the shooting in California. What a great guy. He had a least one finger blown off, and all he wanted to do is help others. Very special!",joy,0.561395
4020,realDonaldTrump,28.04.19 14:59,13423,65794,"Will be interviewed by @MariaBartiromo on @FoxNews at 10:00 AM. Talking about the Southern Border and how the Dems MUST act fast to change our pathetic immigration laws. Will be tough, watch!",fear,0.582917
4021,realDonaldTrump,28.04.19 05:10,18293,91627,"....for the more traditional, but not very bright, Sleepy Joe Biden. Here we go again Bernie, but this time please show a little more anger and indignation when you get screwed!",disgust,0.510007
4022,realDonaldTrump,28.04.19 05:10,19104,91558,"The Democratic National Committee, sometimes referred to as the DNC, is again working its magic in its quest to destroy Crazy Bernie Sanders....",disgust,0.403519
4023,realDonaldTrump,28.04.19 04:57,20407,86660,"....Ever since Andrew came to my office to ask that I appoint him to the U.S. Supreme Court, and I said NO, he has been very hostile! Also asked for pardon for his friend. A good “pal” of low ratings Shepard Smith.",anger,0.276309
4024,realDonaldTrump,28.04.19 04:57,22338,102824,Thank you to brilliant and highly respected attorney Alan Dershowitz for destroying the very dumb legal argument of “Judge” Andrew Napolitano....,anger,0.835849
4025,realDonaldTrump,28.04.19 04:07,18027,85772,"Thank you Green Bay, Wisconsin! MAKE AMERICA GREAT AGAIN!! pic.twitter.com/chGLxGsPQh",joy,0.885454
4026,realDonaldTrump,28.04.19 03:58,18637,77676,"Beautiful #TrumpRally tonight in Green Bay, Wisconsin with a massive crowd. Thank you for joining me, I love you! #MAGA https://www. pscp.tv/w/b5T_LDFvTlFs TFJub1dwUXd8MW5BSkV6TmRQTWF4TIZg9aiLWG-KfDHBLteqA_GO7aAcQLn-PTlqFlizyoVC?t=40s …",joy,0.880435
4027,realDonaldTrump,28.04.19 01:46,8446,51339,"Just arrived in Green Bay, Wisconsin for a #MAGA Rally. Big crowds - join me at 8:00 P.M. Eastern, live on @FoxNews !",joy,0.529425
4028,realDonaldTrump,28.04.19 00:47,28666,136432,"Sincerest THANK YOU to our great Border Patrol Agent who stopped the shooter at the Synagogue in Poway, California. He may have been off duty but his talents for Law Enforcement weren’t!",joy,0.633819
4029,realDonaldTrump,28.04.19 00:14,12368,63613,Great day with Prime Minister @AbeShinzo of Japan. We played a quick round of golf by the beautiful Potomac River while talking Trade and many other subjects. He has now left for Japan and I am on my way to Wisconsin where a very large crowd of friends await! pic.twitter.com/ZvyxJ8sIw2,joy,0.708196
4030,realDonaldTrump,28.04.19 00:00,8558,55219,"Leaving now for Green Bay, Wisconsin - BIG CROWD, will be there shortly! #MAGA",sadness,0.297936
4031,realDonaldTrump,27.04.19 23:41,19998,111692,"Thoughts and prayers to all of those affected by the shooting at the Synagogue in Poway, California. God bless you all. Suspect apprehended. Law enforcement did outstanding job. Thank you!",joy,0.630799
4032,realDonaldTrump,27.04.19 19:05,8836,41088,"We must end the Opioid Crisis. Do your part today by participating in prescription drug #TakeBackDay at over 4,000 locations across the Country! http:// DEATakeBack.com pic.twitter.com/y96Y9MBpaz",fear,0.477026
4033,realDonaldTrump,27.04.19 14:06,21557,149495,"Congratulations to Nick Bosa on being picked number two in the NFL Draft. You will be a great player for years to come, maybe one of the best. Big Talent! San Francisco will embrace you but most importantly, always stay true to yourself. MAKE AMERICA GREAT AGAIN!",joy,0.903749
4034,realDonaldTrump,27.04.19 00:57,18455,81840,THANK YOU @NRA ! #NRAAM pic.twitter.com/SWkpe1eFhT,joy,0.880435
4035,realDonaldTrump,26.04.19 21:13,17436,69848,"“U.S. Economy Grows 3.2% in Q1, Smashing Expectations” https://www. breitbart.com/economy/2019/0 4/26/us-economy-grows-3-2-percent/ …",sadness,0.523425
4036,realDonaldTrump,26.04.19 20:31,17842,74324,"Spoke to Saudi Arabia and others about increasing oil flow. All are in agreement. The California tax on gasoline is causing big problems on pricing for that state. Speak to your Governor about reducing. Economic numbers, 3.2% GDP for what is often worst quarter, looking good!",fear,0.348137
4037,realDonaldTrump,26.04.19 19:34,14245,85792,Great NRA crowd and enthusiasm in Indiana. Thank you! Leaving now for meetings in the Oval Office.,joy,0.834437
4038,realDonaldTrump,26.04.19 16:25,24118,115508,"Just out: Real GDP for First Quarter grew 3.2% at an annual rate. This is far above expectations or projections. Importantly, inflation VERY LOW. MAKE AMERICA GREAT AGAIN!",joy,0.585499
4039,realDonaldTrump,26.04.19 14:47,13249,64111,Heading to Indianapolis to speak at the big NRA Conference. Love being in Indiana. The @NRA is getting stronger & stronger and doing some really great and important work. Having their powerful support has been vital to #MAGA !,joy,0.87721
4040,realDonaldTrump,26.04.19 14:39,22133,104532,"Weirdo Tom Steyer, who didn’t have the “guts” or money to run for President, is still trying to remain relevant by putting himself on ads begging for impeachment. He doesn’t mention the fact that mine is perhaps the most successful first 2 year presidency in history & NO C OR O!",anger,0.343415
4041,realDonaldTrump,26.04.19 13:32,25879,130123,"“President Donald J. Trump is the greatest hostage negotiator that I know of in the history of the United States. 20 hostages, many in impossible circumstances, have been released in last two years. No money was paid.” Cheif Hostage Negotiator, USA!",joy,0.451947
