index,username,date,retweets,favorites,text,emotion,emotion_probability
8000,realDonaldTrump,10.01.18 16:00,18833,81336,"The fact that Sneaky Dianne Feinstein, who has on numerous occasions stated that collusion between Trump/Russia has not been found, would release testimony in such an underhanded and possibly illegal way, totally without authorization, is a disgrace. Must have tough Primary!",anger,0.524542
8001,realDonaldTrump,10.01.18 15:11,21940,95371,It just shows everyone how broken and unfair our Court System is when the opposing side in a case (such as DACA) always runs to the 9th Circuit and almost always wins before being reversed by higher courts.,sadness,0.661137
8002,realDonaldTrump,10.01.18 05:23,11424,53239,". @ICEgov HSI agents and ERO officers, on behalf of an entire Nation, THANK YOU for what you are doing 24/7/365 to keep fellow American’s SAFE. Everyone is so grateful! #LawEnforcementAppreciationDay President @realDonaldTrump https:// twitter.com/icegov/status/ 950877050159747073 …",joy,0.742836
8003,realDonaldTrump,10.01.18 04:48,10032,47160,"Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER, we are #MAGA https:// twitter.com/gopleader/stat us/950766981850058754 …",joy,0.747622
8004,realDonaldTrump,10.01.18 01:16,20275,109383,"As I made very clear today, our country needs the security of the Wall on the Southern Border, which must be part of any DACA approval.",fear,0.292884
8005,realDonaldTrump,10.01.18 00:07,16144,72992,"Today, it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life. We must ensure that our HEROES are given the care and support they so richly deserve! http:// 45.wh.gov/HEROES pic.twitter.com/LP2a8KCBAp",joy,0.749124
8006,realDonaldTrump,09.01.18 23:51,9780,51710,"Thanks to all of the Republican and Democratic lawmakers for today’s very productive meeting on immigration reform. There was strong agreement to negotiate a bill that deals with border security, chain migration, lottery and DACA. http:// 45.wh.gov/POTUS45 pic.twitter.com/8DYHZHspAy",disgust,0.659809
8007,realDonaldTrump,09.01.18 21:17,14383,65263,"It was my great honor to sign H.R. 267, the “Martin Luther King, Jr. National Historical Park Act,” which redesignates the Martin Luther King, Junior, National Historic Site in the State of Georgia as the Martin Luther King, Jr. National Historical Park. http:// 45.wh.gov/T5ByM5 pic.twitter.com/QTgaqTawPT",joy,0.413673
8008,realDonaldTrump,09.01.18 18:11,22878,101245,"On behalf of the American people, THANK YOU to our incredible law enforcement officers. As President of the United States - I will fight for you, and I will never, ever let you down. Now, more than ever, we must support the men and women in blue! #LawEnforcementAppreciationDay pic.twitter.com/Qb4uxB4JRm",disgust,0.443816
8009,realDonaldTrump,09.01.18 00:19,18526,94008,"We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and we want our NATIONAL ANTHEM respected also! pic.twitter.com/16eOLXg6Fi",disgust,0.472012
8010,realDonaldTrump,08.01.18 23:59,14944,72440,"In every decision we make, we are honoring America’s PROUD FARMING LEGACY. Years of crushing taxes, crippling regs, & corrupt politics left our communities hurting, our economy stagnant, & millions of hardworking Americans COMPLETELY FORGOTTEN. But they are not forgotten ANYMORE! pic.twitter.com/MdYS7xnukQ",sadness,0.624759
8011,realDonaldTrump,08.01.18 23:58,9661,51617,We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US. #AFBF18 pic.twitter.com/QDH7fvFkZ7,sadness,0.683692
8012,realDonaldTrump,08.01.18 20:06,8507,48241,Can’t wait to be back in the amazing state of Tennessee to address the 99th American @FarmBureau Federation’s Annual Convention in Nashville! #AFBF18 On my way now - join me LIVE at 4:00pmE: http:// 45.wh.gov/RDW8ut . pic.twitter.com/Wm7Io0hYT8,joy,0.638356
8013,realDonaldTrump,08.01.18 15:20,28742,116849,African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote! #NeverForget @foxandfriends,sadness,0.518617
8014,realDonaldTrump,08.01.18 04:24,15705,73841,"...Clinton in the WH, doubling down on Barack Obama’s failed policies, washes away any doubts that America made the right choice. This was truly a change election — and the changes Trump is bringing are far-reaching & necessary.” Thank you Michael Goodwin! https:// nypost.com/2018/01/06/wer e-still-better-off-with-trump-than-clinton/ …",disgust,0.226722
8015,realDonaldTrump,08.01.18 04:23,14070,73487,"“His is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over his missteps, there has never been a day when I wished Hillary Clinton were president. Not one. Indeed, as Trump’s accomplishments accumulate, the mere thought of...",sadness,0.547531
8016,realDonaldTrump,07.01.18 21:42,16917,89144,"The Stock Market has been creating tremendous benefits for our country in the form of not only Record Setting Stock Prices, but present and future Jobs, Jobs, Jobs. Seven TRILLION dollars of value created since our big election win!",joy,0.754458
8017,realDonaldTrump,07.01.18 21:35,30904,133026,"The Fake News Awards, those going to the most corrupt & biased of the Mainstream Media, will be presented to the losers on Wednesday, January 17th, rather than this coming Monday. The interest in, and importance of, these awards is far greater than anyone could have anticipated!",disgust,0.494803
8018,realDonaldTrump,07.01.18 16:15,24026,107607,Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this CNN flunky!,anger,0.601842
8019,realDonaldTrump,07.01.18 15:40,26230,136488,"I’ve had to put up with the Fake News from the first day I announced that I would be running for President. Now I have to put up with a Fake Book, written by a totally discredited author. Ronald Reagan had the same problem and handled it well. So will I!",sadness,0.432919
8020,realDonaldTrump,07.01.18 15:33,13028,72407,"Leaving Camp David for the White House. Great meetings with the Cabinet and Military on many very important subjects including Border Security & the desperately needed Wall, the ever increasing Drug and Opioid Problem, Infrastructure, Military, Budget, Trade and DACA.",sadness,0.399763
8021,realDonaldTrump,06.01.18 13:30,28307,125751,"....to President of the United States (on my first try). I think that would qualify as not smart, but genius....and a very stable genius at that!",joy,0.427702
8022,realDonaldTrump,06.01.18 13:27,30148,119362,"....Actually, throughout my life, my two greatest assets have been mental stability and being, like, really smart. Crooked Hillary Clinton also played these cards very hard and, as everyone knows, went down in flames. I went from VERY successful businessman, to top T.V. Star.....",joy,0.6304
8023,realDonaldTrump,06.01.18 13:19,28962,131144,"Now that Russian collusion, after one year of intense study, has proven to be a total hoax on the American public, the Democrats and their lapdogs, the Fake News Mainstream Media, are taking out the old Ronald Reagan playbook and screaming mental stability and intelligence.....",sadness,0.473199
8024,realDonaldTrump,06.01.18 12:57,19258,105569,"Brian Ross, the reporter who made a fraudulent live newscast about me that drove the Stock Market down 350 points (billions of dollars), was suspended for a month but is now back at ABC NEWS in a lower capacity. He is no longer allowed to report on Trump. Should have been fired!",sadness,0.691413
8025,realDonaldTrump,06.01.18 12:49,27299,128856,"The African American unemployment rate fell to 6.8%, the lowest rate in 45 years. I am so happy about this News! And, in the Washington Post (of all places), headline states, “Trumps first year jobs numbers were very, very good.”",joy,0.723444
