index,username,date,retweets,favorites,text,emotion,emotion_probability
6001,realDonaldTrump,18.09.18 23:20,8520,42649,"Today, it was my great honor to welcome @prezydentpl Andrzej Duda of Poland to the @WhiteHouse ! pic.twitter.com/VdsTYdq9MN",joy,0.93734
6002,realDonaldTrump,18.09.18 20:21,15526,66556,"Today, I took action to strengthen our Nation’s defenses against biological threats. For the first time in history, the Federal Government has a National Biodefense Strategy to address the FULL RANGE of biological threats! pic.twitter.com/kW7Ug1DA6q",fear,0.551147
6003,realDonaldTrump,18.09.18 17:59,11342,56876,Thank you to our great Coast Guard for doing such a tremendous job - thousands of lives being saved! https:// instagram.com/p/Bn34sD1jwbk/ pic.twitter.com/YEFnGMmwoV,joy,0.880532
6004,realDonaldTrump,18.09.18 17:50,9357,47101,"...that FEMA, our Military, and our First Responders, who are all unbelievable, are a disaster and not doing a good job. This will be a total lie, but that’s what they do, and everybody knows it!",joy,0.421596
6005,realDonaldTrump,18.09.18 17:50,13279,64890,"Right now, everybody is saying what a great job we are doing with Hurricane Florence – and they are 100% correct. But don’t be fooled, at some point in the near future the Democrats will start ranting...",anger,0.476538
6006,realDonaldTrump,18.09.18 15:26,14474,69053,Happy 71st Birthday to our GREAT United States Air Force! https:// twitter.com/usairforce/sta tus/1041899615342092289 …,joy,0.914115
6007,realDonaldTrump,18.09.18 14:55,14107,61245,".....China has been taking advantage of the United States on Trade for many years. They also know that I am the one that knows how to stop it. There will be great and fast economic retaliation against China if our farmers, ranchers and/or industrial workers are targeted!",joy,0.359522
6008,realDonaldTrump,18.09.18 14:50,17421,78667,"China has openly stated that they are actively trying to impact and change our election by attacking our farmers, ranchers and industrial workers because of their loyalty to me. What China does not understand is that these people are great patriots and fully understand that.....",sadness,0.618081
6009,realDonaldTrump,18.09.18 14:45,12871,54049,"....campaign, which is unprecedented in our history.” Congressman Peter King Really bad things were happening, but they are now being exposed. Big stuff!",sadness,0.514722
6010,realDonaldTrump,18.09.18 14:42,19705,70082,"“What will be disclosed is that there was no basis for these FISA Warrants, that the important information was kept from the court, there’s going to be a disproportionate influence of the (Fake) Dossier. Basically you have a counter terrorism tool used to spy on a presidential...",disgust,0.470914
6011,realDonaldTrump,18.09.18 02:21,16745,69846,"Today, as we celebrate Hispanic Heritage Month, we share our gratitude for all the ways Hispanic-Americans make our country flourish and prosper. Today, and every day, we honor, cherish, and celebrate Hispanic-American Workers, Families, Students, Businesses, and Leaders... pic.twitter.com/2AxlbluB2S",joy,0.79116
6012,realDonaldTrump,18.09.18 00:07,18926,72814,"Just met John James of Michigan. He has every single quality to be your next Great Senator from Michigan. When the people of Michigan get to know John, they will say he is a true star. Also, distinguished Military and a Combat Vet! pic.twitter.com/thRBoBkuFL",joy,0.626096
6013,realDonaldTrump,17.09.18 23:53,8310,40810,It was my great honor to host today’s Inaugural Meeting of the “President’s National Council for the American Worker” in the Roosevelt Room! Read more: https://www. whitehouse.gov/briefings-stat ements/remarks-president-trump-inaugural-meeting-presidents-national-council-american-worker/ … pic.twitter.com/vyvlw2YP91,joy,0.716176
6015,realDonaldTrump,17.09.18 21:27,12798,54837,Happy Constitution Day! https:// twitter.com/USNatArchives/ status/1041632865853890560 …,joy,0.860322
6016,realDonaldTrump,17.09.18 20:22,10507,41367,"Join me in Las Vegas, Nevada at 7:00pm for a MAKE AMERICA GREAT AGAIN RALLY! Tickets: https://www. donaldjtrump.com/rallies/nv-sep t-2018/ … pic.twitter.com/xJzQ9foOTL",joy,0.629816
6017,realDonaldTrump,17.09.18 20:10,20539,80026,"Americans deserve to know the lowest drug price at their pharmacy, but “gag clauses” prevent your pharmacist from telling you! I support legislation that will remove gag clauses and urge the Senate to act. #AmericanPatientsFirst",disgust,0.687083
6018,realDonaldTrump,17.09.18 16:36,26892,92670,"Immediately after Comey’s firing Peter Strzok texted to his lover, Lisa Page “We need to Open the case we’ve been waiting on now while Andy (McCabe, also fired) is acting. Page answered, “We need to lock in (redacted). In a formal chargeable way. Soon.” Wow, a conspiracy caught?",anger,0.403055
6019,realDonaldTrump,17.09.18 16:23,19779,73205,"“Lisa Page Testimony- NO EVIDENCE OF COLLUSION BEFORE MUELLER APPOINTMENT.” @FoxNews by Catherine Herridge. Therefore, the case should never have been allowed to be brought. It is a totally illegal Witch Hunt!",anger,0.500984
6020,realDonaldTrump,17.09.18 12:15,15482,68302,"Our Steel Industry is the talk of the World. It has been given new life, and is thriving. Billions of Dollars is being spent on new plants all around the country!",joy,0.702156
6021,realDonaldTrump,17.09.18 12:11,15385,71537,"Tariffs have put the U.S. in a very strong bargaining position, with Billions of Dollars, and Jobs, flowing into our Country - and yet cost increases have thus far been almost unnoticeable. If countries will not make fair deals with us, they will be “Tariffed!”",joy,0.569269
6022,realDonaldTrump,17.09.18 12:01,12618,56171,"“A lot of small & medium size enterprises are registering very good profit, sometimes record profits-there stocks are doing very well, low income workers are getting big raises. There are an awful lot of good things going on that weren’t during Pres. Obama’s Watch.” Peter Morici",joy,0.522119
6023,realDonaldTrump,17.09.18 03:06,12687,57326,"Consumer Sentiment hit its highest level in 17 years this year. Sentiment fell 11% in 2015, an Obama year, and rose 16% since the Election, #TrumpTime !",sadness,0.374309
6024,realDonaldTrump,17.09.18 00:18,22112,92674,"Best economic numbers in decades. If the Democrats take control, kiss your newfound wealth goodbye!",sadness,0.556601
6025,realDonaldTrump,16.09.18 23:40,8725,40116,"Watch @MariaBartiromo at 6:00 P.M. on @FoxBusiness . Russian Hoax the big topic! Mainstream Media, often referred to as the Fake News Media, hates to discuss the real facts!",disgust,0.474405
6026,realDonaldTrump,16.09.18 23:28,13771,78712,Congratulations to all of our Mexican friends on National Independence Day. We will be doing great things together!,joy,0.935375
6027,realDonaldTrump,16.09.18 18:09,10877,57527,"FEMA, First Responders and Law Enforcement are working really hard on hurricane Florence. As the storm begins to finally recede, they will kick into an even higher gear. Very Professional!",joy,0.400891
6028,realDonaldTrump,16.09.18 16:20,22551,90471,"The illegal Mueller Witch Hunt continues in search of a crime. There was never Collusion with Russia, except by the Clinton campaign, so the 17 Angry Democrats are looking at anything they can find. Very unfair and BAD for the country. ALSO, not allowed under the LAW!",anger,0.684155
6029,realDonaldTrump,16.09.18 04:27,16620,61112,Exclusive -- Donald Trump Jr. to Obama: My Dad Fixed the Economy You Could Not http:// bit.ly/2NehnyL via @BreitbartNews,sadness,0.304729
6030,realDonaldTrump,16.09.18 00:42,12903,70570,Five deaths have been recorded thus far with regard to hurricane Florence! Deepest sympathies and warmth go out to the families and friends of the victims. May God be with them!,sadness,0.508776
6031,realDonaldTrump,16.09.18 00:38,27298,106471,"When will Republican leadership learn that they are being played like a fiddle by the Democrats on Border Security and Building the Wall? Without Borders, we don’t have a country. With Open Borders, which the Democrats want, we have nothing but crime! Finish the Wall!",disgust,0.463218
6032,realDonaldTrump,16.09.18 00:08,18273,75919,"While my (our) poll numbers are good, with the Economy being the best ever, if it weren’t for the Rigged Russian Witch Hunt, they would be 25 points higher! Highly conflicted Bob Mueller & the 17 Angry Democrats are using this Phony issue to hurt us in the Midterms. No Collusion!",anger,0.801669
